issue_id,username,display_name,created_date,created_date_zoned,message
MRM-980,eshan.sudharaka,Patti Arachchige Eshan Sudharaka,2010-07-05T02:33:14.513Z,2010-07-05T02:33:14.513Z,getArtifactsFrom(String repo)method id added to the MetadataRepository and its implementations with fixed test cases.
MRM-980,eshan.sudharaka,Patti Arachchige Eshan Sudharaka,2010-07-05T11:35:40.68Z,2010-07-05T11:35:40.68Z,meta data updating and getArtifact() method is moved from merge module.
MRM-980,brettporter,Brett Porter,2010-07-06T09:17:23.875Z,2010-07-06T09:17:23.875Z,"unfortunately this doesn't build due to the circular dependency introduced. I don't think any of the additions to the POMs are needed - the API should be using the new model only (ie, not ArchivaArtifact, but ArtifactMetadata - see the other getArtifactBy* methods for comparison).

Can you provide the patch for this method separately to your other changes?

While I don't generally like subtasks - perhaps it might be good to split this issue into subtasks for individual pieces of work (like adding that method) that we can see completed and move on to the next ones. What do you think?"
MRM-980,eshan.sudharaka,Patti Arachchige Eshan Sudharaka,2010-07-07T10:50:00.611Z,2010-07-07T10:50:00.611Z,getArtifacts(...) method is added to repository api.(with fixed test cases)
MRM-980,eshan.sudharaka,Patti Arachchige Eshan Sudharaka,2010-07-09T20:04:46.561Z,2010-07-09T20:04:46.561Z,here i have attached the patch for RepositoryMerger ind it's implementation with the test case.Although the test passes there is an issue. I think it is because the test-repository we unpacked does not contains archiva metadata model. (i tried it for a real repo ). So  then test throw an exception(because mock expectations a not defined yet).   
MRM-980,oching,Maria Odea Ching,2010-07-09T23:07:41.833Z,2010-07-09T23:07:41.833Z,"I already applied the latest patch to the branch in -r962756. Btw, I fixed the formatting of some of the classes. I noticed that there were some unused imports and variables declared in some of the classes. I didn't remove them for now since you might be using it in the next patches. Also, one of your tests is still using the test resources in src/ and not in target/ :) 

Thanks!"
MRM-980,eshan.sudharaka,Patti Arachchige Eshan Sudharaka,2010-07-10T00:09:30.212Z,2010-07-10T00:09:30.212Z,"i have attached the latest version of merging module with fixed test case. and also now i am using target directory for the test case. for the the time being i have commented out the test case of the ArtifactsMerger. (here SourceArtifacts class , ArtifactsMerger class with there test cases should be removed).

thanks."
MRM-980,oching,Maria Odea Ching,2010-07-10T01:43:35.728Z,2010-07-10T01:43:35.728Z,Can you create the patch from the latest in branch? I already applied your previous patch and the last one has some of the same changes so I'm not able to apply it. Thanks!
MRM-980,eshan.sudharaka,Patti Arachchige Eshan Sudharaka,2010-07-10T05:21:28.291Z,2010-07-10T05:21:28.291Z,"here the changes are done after get a svn up. so this can be applied with out conflicts. And is is it possible to delete ArtifactsMerger ,  ArtifactsMergerTest , SourceArtifacts , SourceArtifactsTest. (since they are not needed). I did not remove them because it may be caused to conflicts when you are applying the patch.

Also in the test case now i am using target directory. 

Thanks."
MRM-980,oching,Maria Odea Ching,2010-07-10T23:24:27.018Z,2010-07-10T23:24:27.018Z,Latest patch committed to branch -r962977. Thanks!
MRM-980,eshan.sudharaka,Patti Arachchige Eshan Sudharaka,2010-07-10T23:34:36.115Z,2010-07-10T23:34:36.115Z,removed unwanted classes.
MRM-980,oching,Maria Odea Ching,2010-07-10T23:55:09.804Z,2010-07-10T23:55:09.804Z,Patch to remove old classes applied to branch -r962979. Thanks Eshan!
MRM-980,eshan.sudharaka,Patti Arachchige Eshan Sudharaka,2010-07-12T03:24:38.322Z,2010-07-12T03:24:38.322Z,"in this patch i have done following things.
* when the user create a new repo there is a tick box to add a staging repo. For now the path of staging repo is not configurable and it creates the repository in the same directory level as the original repo.
    eg : original repo name = test then staging repo name = test-stage

* when we go to see repositories in right hand side of each managed repositories there is a url to do merge. it will merge the repository with its stage repository.

eg : lets say we are going to merge test repo. then it tries to merge test with test-merge repository.if it cannot find a repo called test-merge it returns a error.(not handle yet.)

here only the happy flow is working.
thanks"
MRM-980,eshan.sudharaka,Patti Arachchige Eshan Sudharaka,2010-07-12T10:40:22.309Z,2010-07-12T10:40:22.309Z,to get the conflicts artifacts list here i have added a method in maven2RepositpryMerger class with the test cases. (this will be useful in the web apps)
MRM-980,eshan.sudharaka,Patti Arachchige Eshan Sudharaka,2010-07-12T10:46:19.442Z,2010-07-12T10:46:19.442Z,"Please review this patch. (since previous one contains some commented lines). sorry for that.

Thanks."
MRM-980,eshan.sudharaka,Patti Arachchige Eshan Sudharaka,2010-07-13T03:36:29.645Z,2010-07-13T03:36:29.645Z,"getConflictArtifacts() method is modified with the fixed test case.

Thanks. "
MRM-980,oching,Maria Odea Ching,2010-07-13T10:32:52.805Z,2010-07-13T10:32:52.805Z,"Hi Eshan, the patch seems to be missing the MergeAction class. I'm getting an error when running the webapp. Can you update the patch to include it? Thanks!"
MRM-980,eshan.sudharaka,Patti Arachchige Eshan Sudharaka,2010-07-13T11:31:25.536Z,2010-07-13T11:31:25.536Z,mergeAction class is added.
MRM-980,eshan.sudharaka,Patti Arachchige Eshan Sudharaka,2010-07-13T21:05:05.892Z,2010-07-13T21:05:05.892Z,merge with skipping conflict artifacts is added.
MRM-980,eshan.sudharaka,Patti Arachchige Eshan Sudharaka,2010-07-14T02:13:23.051Z,2010-07-14T02:13:23.051Z,"in previous patch merge with skipping conflicts method is not correct and here i have fixed it.

Thanks."
MRM-980,eshan.sudharaka,Patti Arachchige Eshan Sudharaka,2010-07-14T18:20:17.953Z,2010-07-14T18:20:17.953Z,"merge all and merge with skipping functionalities are now only allowed to newly created managed repositories.Merging function is not allowed for the Internal repository and the snapshots repository.
And staging repository is not displaying on the repositories.jsp.

Thanks."
MRM-980,eshan.sudharaka,Patti Arachchige Eshan Sudharaka,2010-07-15T02:01:35.896Z,2010-07-15T02:01:35.896Z,"in this patch i have validate the repository id when the user creates a new repository and if the id contains word ""stage"" i just suggest him to go for a repo id with out the word ""stage"".

Thanks."
MRM-980,eshan.sudharaka,Patti Arachchige Eshan Sudharaka,2010-07-16T05:55:47.101Z,2010-07-16T05:55:47.101Z,"test case for the merge artifacts by skipping conflicts is added.

Thanks."
MRM-980,eshan.sudharaka,Patti Arachchige Eshan Sudharaka,2010-07-16T11:10:16.16Z,2010-07-16T11:10:16.16Z,"please add testng-5.8-jdk15.jar file to the src/test/resources/test-repository-with-conflict-artifacts
in merging module. this jar file is required to pass the test case.
I tried to take a fresh copy of branch and apply that patch.It works fine just after adding that jar file.

Thanks. "
MRM-980,oching,Maria Odea Ching,2010-07-17T08:02:28.747Z,2010-07-17T08:02:28.747Z,"Hi Eshan, can you attach the test artifacts as a zip file? They don't get included when you do diff, so they should be added separately :) I'm getting a test failure without them. Thanks!"
MRM-980,eshan.sudharaka,Patti Arachchige Eshan Sudharaka,2010-07-17T08:09:25.272Z,2010-07-17T08:09:25.272Z,"this should be added in to test/resources

Thanks"
MRM-980,oching,Maria Odea Ching,2010-07-18T00:12:38.303Z,2010-07-18T00:12:38.303Z,"Applied latest patch to MRM-980 branch in [-r965157|http://svn.apache.org/viewvc?revision=965157&view=revision]. 

I noted a few things that need to be fixed:
# The repositories page is broken. See attached screenshot MRM-980-broken-repos-page.png
# Display/show the url of the attached staging repository in the repositories page so it would be easier to know when deploying from command line
# Maybe we can only have ""Merge"" in the Merge Actions in repositories page, then have the ""Merge All"" and ""Merge with Skip"" in the following page where the list of artifacts that are conflicting are listed.
# What about in the artifact web browse? After the merge is done, should the repository ID of the artifact be changed to the managed repo instead of the staging one?
# The merging doesn't seem to be working. I uploaded an artifact (from Upload Artifact in webapp) to the staging repo then clicked ""Merge All"". When I checked the managed repo, the artifact I uploaded in the staging repo wasn't merged.

Thanks!
"
MRM-980,eshan.sudharaka,Patti Arachchige Eshan Sudharaka,2010-07-20T12:33:11.73Z,2010-07-20T12:33:11.73Z,"following modifications are done

1). in repositories page show only one button called merge. If conflicts are available show the conflicts and allow skipp conflicts and merge all functions. If no conflicts are available only allow merge function.

2) repositories page is fixed.(broken one )

Thanks."
MRM-980,eshan.sudharaka,Patti Arachchige Eshan Sudharaka,2010-07-21T01:46:08.43Z,2010-07-21T01:46:08.43Z,"added following.
 * staging repository path is added to repositories page.
 * change the repository id from staging one to managed one after the merging is done.
  "
MRM-980,eshan.sudharaka,Patti Arachchige Eshan Sudharaka,2010-07-21T20:31:49.612Z,2010-07-21T20:31:49.612Z,"removed unused actions in struts.xml and gave proper name for methods in MergeAction class.

Thanks."
MRM-980,eshan.sudharaka,Patti Arachchige Eshan Sudharaka,2010-07-25T21:39:45.879Z,2010-07-25T21:39:45.879Z,"changes are done on repositories page .
( when user gives gives repository location with a name which is different to the repo id ) previously in that case staging repo location in not in repositories page"
MRM-980,eshan.sudharaka,Patti Arachchige Eshan Sudharaka,2010-07-26T22:07:13.765Z,2010-07-26T22:07:13.765Z,"Audit logs are added when the user complete the merging.

Thanks."
MRM-980,oching,Maria Odea Ching,2010-07-27T01:17:23.69Z,2010-07-27T01:17:23.69Z,Patch submitted on 07/26 committed to MRM-980 branch in [-r979534|http://svn.apache.org/viewvc?view=revision&revision=979534]. Thanks Eshan!
MRM-980,oching,Maria Odea Ching,2010-07-27T01:20:40.435Z,2010-07-27T01:20:40.435Z,"Hi Eshan, please see the issues I've filed that this one depends upon. These need to be fixed as well. Thanks!"
MRM-980,eshan.sudharaka,Patti Arachchige Eshan Sudharaka,2010-07-27T20:25:23.241Z,2010-07-27T20:25:23.241Z," MRM 1406, MRM 1404, MRM 1400, MRM 1397 are fixed.
Thanks."
MRM-980,eshan.sudharaka,Patti Arachchige Eshan Sudharaka,2010-07-27T23:02:07.014Z,2010-07-27T23:02:07.014Z,"MRM 1405 is fixed.
Thanks."
MRM-980,oching,Maria Odea Ching,2010-07-27T23:49:55.783Z,2010-07-27T23:49:55.783Z,"Hi Eshan, I'm getting test failures in archiva-webapp after applying the patch you submitted on 7/27 8:25pm. The failures are specifically in DeleteManagedRepositoryActionTest and EditManagedRepositoryActionTest. 

Also, would it be possible to submit each fix separately and attach it to their respective issues (e.g. 1 patch per issue fixed)? So it would be easier to track/isolate each fix. Thanks! "
MRM-980,eshan.sudharaka,Patti Arachchige Eshan Sudharaka,2010-07-28T20:40:17.175Z,2010-07-28T20:40:17.175Z,MRM 1406 fixed.
MRM-980,eshan.sudharaka,Patti Arachchige Eshan Sudharaka,2010-07-28T20:51:22.028Z,2010-07-28T20:51:22.028Z,MRM 1400 is fixed.
MRM-980,oching,Maria Odea Ching,2010-07-31T23:06:07.192Z,2010-07-31T23:06:07.192Z,"I changed the variable name ""targetRepoId"" to ""sourceRepoId"" to avoid confusion, since it is the id of the staging repo. I've also updated the headings of the merge jsps and also the successful merging message. These were committed to the branch in [-r981136|http://svn.apache.org/viewvc?rev=981136&view=rev]."
MRM-980,oching,Maria Odea Ching,2010-07-31T23:42:09.845Z,2010-07-31T23:42:09.845Z,I moved the merge jsps inside the admin/ dir in webapp in MRM-980-branch [-r981149|http://svn.apache.org/viewvc?rev=981149&view=rev].
MRM-980,eshan.sudharaka,Patti Arachchige Eshan Sudharaka,2010-08-10T03:56:06.581Z,2010-08-10T03:56:06.581Z,"added web app test for repository merging.
Thanks. "
MRM-980,oching,Maria Odea Ching,2010-08-14T22:22:52.378Z,2010-08-14T22:22:52.378Z,"Patch for selenium tests submitted to MRM-980 branch in [-r985612|http://svn.apache.org/viewvc?rev=985612&view=rev].

The only thing missing now is the documentation then we can merge this to trunk already."
MRM-980,oching,Maria Odea Ching,2010-09-28T04:18:48.504Z,2010-09-28T04:18:48.504Z,"Closing as fixed. All issues it depends on has been fixed, branch also merged to trunk in -r1002059. Thanks again for implementing this feature Eshan! :)"
MRM-979,deki,Dennis Kieselhorst,2008-10-20T12:20:04.341Z,2008-10-20T12:20:04.341Z,"https://maven-repository.dev.java.net/nonav/repository/ with network proxy doesn't work too: Error transferring file (cause: java.net.ConnectException: Connection timed out)

Workaround: Use http://download.java.net/maven/1/"
MRM-979,joerg.hohwiller@sdm.de,Jörg Hohwiller,2009-11-10T03:56:30.39Z,2009-11-10T03:56:30.39Z,"I am having the same problem and it breaks my existing build after cleaning repo. Besides I am not directly using java.net repository but some artifact that itself adds this repo to resolve additional dependencies.
This is a really critical problem. I do not even know how to overrule the order of the repositories that are searched and java.net comes first delivering broken pom files."
MRM-979,joerg.hohwiller@sdm.de,Jörg Hohwiller,2009-11-10T04:08:42.593Z,2009-11-10T04:08:42.593Z,"As a workaround I added temporary this to my settings.xml:
  <mirrors>
    <mirror>
      <id>central</id>
      <name>Mirror to central</name>
      <url>http://repo1.maven.org/maven2</url>
      <mirrorOf>java.net</mirrorOf>
    </mirror>
  </mirrors>

Besides: Why is this issue filed for archiva? This is a problem of java.net as well as maven core. Should be a MNG ticket instead."
MRM-979,brettporter,Brett Porter,2011-09-12T08:08:14.25Z,2011-09-12T08:08:14.25Z,I believe this is resolved by switching wagons - to test
MRM-979,olamy,Olivier Lamy (*$^¨%`£),2011-09-30T04:47:18.866Z,2011-09-30T04:47:18.866Z,"fixed with new wagon http 2.0.
BTW unit test added"
MRM-946,oching,Maria Odea Ching,2008-09-17T04:35:14.498Z,2008-09-17T04:35:14.498Z,"Upgraded version to 1.1 in trunk -r696219. 

To do:
- add Roles to navigation menu"
MRM-946,oching,Maria Odea Ching,2008-09-17T20:54:12.361Z,2008-09-17T20:54:12.361Z,"Although I don't think Archiva's affected by this problem: REDBACK-160, we should upgrade to 1.1.1 instead, which Brett will be releasing today.."
MRM-946,oching,Maria Odea Ching,2008-09-28T06:53:04.656Z,2008-09-28T06:53:04.656Z,Added User Roles in navigation menu in trunk -r699802 .
MRM-974,brettporter,Brett Porter,2011-09-12T08:40:57.881Z,2011-09-12T08:40:57.881Z,"looks like it was picking up the wrong version of bcel which may have been a problem. Either way, this code hasn't existed since Archiva 1.2"
MRM-940,brettporter,Brett Porter,2009-03-05T22:40:33.998Z,2009-03-05T22:40:33.998Z,"unless there is a measure to stop it reretrieving something permanently broken, not sure about this - better to make sure we don't add crap pages like this in the first place :)"
MRM-939,oching,Maria Odea Ching,2011-10-21T05:59:30.173Z,2011-10-21T05:59:30.173Z,I don't think this is an issue any more. Closing as Cannot Reproduce.
MRM-996,jameswdumay,James William Dumay,2008-11-12T23:59:36.997Z,2008-11-12T23:59:36.997Z,"Committed in r713648.

Thanks Martin :)"
MRM-911,aheritier,Arnaud HERITIER,2008-08-14T10:25:59.822Z,2008-08-14T10:25:59.822Z,"A workaround is to say to apache (>2.0) to not forward credentials :
{code:xml}
  <Location /archiva/repository/>
    RequestHeader unset authorization
  </Location>
{code}"
MRM-911,oching,Maria Odea Ching,2008-09-08T22:03:50.04Z,2008-09-08T22:03:50.04Z,"I'm now able to replicate this problem, it has the same behaviour too even with just basic authentication configured for the RP. I think you're right about archiva retrieving the credentials from apache first and then fails.. "
MRM-911,oching,Maria Odea Ching,2008-09-09T22:55:46.999Z,2008-09-09T22:55:46.999Z,"Fixed in trunk -r693694:
- check first if guest is enabled for the repository before failing the authentication

For repositories which require authentication though, Archiva is still getting the RP credentials instead of the Archiva credentials you entered. I'll file this one as a separate issue.."
MRM-910,olamy,Olivier Lamy (*$^¨%`£),2012-10-13T16:27:16.216Z,2012-10-13T16:27:16.216Z,works fine withlog4j2.xml
MRM-925,scosenz,Steve,2008-10-23T11:02:50.585Z,2008-10-23T11:02:50.585Z,"I am also facing this issue. If you are seeing the following error in your browser: 
""Adding text to an XML document must not be null"" please vote for this issue!
"
MRM-925,jameswdumay,James William Dumay,2008-10-23T18:43:20.76Z,2008-10-23T18:43:20.76Z,"Hey guys,
This has been fixed for Archiva 1.2 (trunk). You may be glad to know that most of the metadata writing and merging has been rewritten and improved so that it is a lot more robust.

Steve and Maik - are you guys able to build the latest trunk and give it a try?

Thanks,
James"
MRM-925,jameswdumay,James William Dumay,2008-10-23T18:44:16.24Z,2008-10-23T18:44:16.24Z,"Id also like to add that we will be releasing a Milestone of Archiva 1.2 shortly - so you may want to wait until then.

Thanks
James"
MRM-954,brettporter,Brett Porter,2008-09-23T16:35:01.029Z,2008-09-23T16:35:01.029Z,"Thanks Doron. We can apply this later, but it is easier if you supply a patch attachment :)"
MRM-954,oching,Maria Odea Ching,2008-10-02T08:32:51.998Z,2008-10-02T08:32:51.998Z,Applied in trunk -r701124. Thanks again Doron!
MRM-932,gautencio,Gwen Harold Autencio,2008-09-03T02:07:52.868Z,2008-09-03T02:07:52.868Z,"Attached a patch for the issue, added params  searchResultsOnly and completeQueryString in the <ww:url of previous and next icons."
MRM-932,oching,Maria Odea Ching,2008-09-04T02:34:36.722Z,2008-09-04T02:34:36.722Z,Patch applied it in 1.1.x branch -r691892.Thanks for the fix Gwen! :) 
MRM-997,brettporter,Brett Porter,2010-02-23T03:20:25.181Z,2010-02-23T03:20:25.181Z,nto yet sure if we'll achieve this in 1.4 but it's worth reviewing. The basic infrastructure is in place.
MRM-913,tunaranch,Haikal Saadh,2008-08-18T23:15:39.04Z,2008-08-18T23:15:39.04Z,"This would be particularly useful in reports, so if an artifact/pom is corrupted, it can be deleted and re-downloaded."
MRM-913,jameswdumay,James William Dumay,2008-08-18T23:33:30.034Z,2008-08-18T23:33:30.034Z,This might be a good feature to add as a plugin module.
MRM-913,y.julienne,Yannis JULIENNE,2008-09-01T10:59:17.21Z,2008-09-01T10:59:17.21Z,"This would be really helpful for the poor developpers who are often deploying artifacts with wrong version name and do not have the rights to delete them from filesystem.
Thanks."
MRM-913,phantom_john,John Wu,2008-10-20T12:07:17.675Z,2008-10-20T12:07:17.675Z,"Even if one can delete the artifact from the repo as the admin, it still shows up in the GUI, even after restarting the Archiva. I'm guessing that the index needs to be updated as well. But I just couldn't figure out an easy way to update the index.

I think this is a (highly) required feature since there're a number of cases where we need to remove artifact(s)."
MRM-913,jzurbano,jzurbano,2008-11-13T02:43:21.11Z,2008-11-13T02:43:21.11Z,"Patch attached:
- deletes artifacts
- cleans up database
- executes scan to reflect changes when browsing repository
- updates metadata
- updates audit.log
- 'Delete Artifact' added in navigation and is displayed for users with repository manager role
- only allows manager of the repository to delete artifacts from it"
MRM-913,oching,Maria Odea Ching,2009-02-20T03:00:52.208Z,2009-02-20T03:00:52.208Z,"Thanks for the patch Jevica! I already applied it in trunk -r746183.

I also made the following changes in the patch:
# removed catch for NPE in DeleteArtifactAction (something to keep in mind in the future, NPEs shouldn't be caught in a try-catch block :) 
# migrated jsps & action class to struts 2
# moved invocation of cleanup consumers in DeleteArtifactAction to DatabaseConsumers -- added new method for this in DatabaseConsumers
# applied formatting




"
MRM-944,drewpuppy,Andrew Heald,2008-09-12T04:26:25.141Z,2008-09-12T04:26:25.141Z,"Brett, your patch doesn't fix the content of security emails. Don't forget these."
MRM-944,olamy,Olivier Lamy (*$^¨%`£),2012-10-13T16:27:53.618Z,2012-10-13T16:27:53.618Z,fixed with the new UI
MRM-977,jameswdumay,James William Dumay,2008-10-19T22:10:32.213Z,2008-10-19T22:10:32.213Z,committed r706113.
MRM-947,olamy,Olivier Lamy (*$^¨%`£),2012-09-24T03:25:58.208Z,2012-09-24T03:25:58.208Z,most of pages have screenshots now.
MRM-905,oching,Maria Odea Ching,2008-08-14T01:07:46.548Z,2008-08-14T01:07:46.548Z,"I couldn't replicate this on trunk (-r685734), with the following environment:
- ubuntu linux
- java version ""1.5.0_11""
- tomcat 6.0.14
- activation-1.1.jar, derby-10.1.3.1.jar and mail-1.4.jar"
MRM-905,oching,Maria Odea Ching,2008-08-14T04:39:11.687Z,2008-08-14T04:39:11.687Z,"I was now able to replicate this issue when I deployed Archiva to Tomcat 6.0.18. I don't see the error in 5.5.17 and 6.0.14 though.. there must be a conflict with the EL lib included in 6.0.18. I'll try your suggestion above to fix this, thanks! :)"
MRM-905,fabdouglas,Fabrice Daugan,2008-08-14T06:35:03.535Z,2008-08-14T06:35:03.535Z,"Yes! 
that's what i just found during the professionnal/personnal system differences.
Same JDK, but 6.0.14 Tomcat version.
"
MRM-905,rocko,Rocko,2008-08-14T10:08:53.421Z,2008-08-14T10:08:53.421Z,"Same here.
My configuration:
Ubuntu Server 8.04
java 1.6.0_06
tomcat 6.0.18
Archiva 1.1.1 deployed as a  .war

Stacktrace starts with: 
org.apache.jasper.JasperException: /WEB-INF/jsp/admin/repositories.jsp(53,0) ""${empty(managedRepositories)}"" contains invalid expression(s): javax.el.ELException: Function ':empty' not found
	org.apache.jasper.compiler.DefaultErrorHandler.jspError(DefaultErrorHandler.java:40)

The suggested fix works for me. Fabrice, you made my day!
I ran 
sudo sed -i.BAK -e ""s/empty(/empty (/g"" \*.jsp\*
sudo sed -i.BAK -e ""s/not(/not (/g"" \*.jsp\*
over the jsp folder and it works like a charm.

So the question is, is ""empty("" invalid or not. There have been quite some changes in jasper between
6.0.14 and 6.0.18 (http://tomcat.apache.org/tomcat-6.0-doc/changelog.html), but i'm really not into the jsp stuff, so I couldn't tell..."
MRM-905,fabdouglas,Fabrice Daugan,2008-08-14T12:59:24.796Z,2008-08-14T12:59:24.796Z,"Also, i think there are some common code with Continuum, since the same error (but non blocker) occurs in the header.

As said in the EL specification  (simplified version)
{code:title=http://java.sun.com/products/jsp/syntax/2.0/syntaxref207.html|borderStyle=solid}
${ Expression }
Expression = {(UnaryOp Expression) | Value }
UnaryOp = {'-' | ! | not | empty }
Value = {ValuePrefix | (Value ValueSuffix) }
ValuePrefix = {Literal | '('Expression')' | ImplicitObject | Java language identifier}
ValueSuffix = { . Identifier | '['Expression']'}
Literal = {StringLiteral | null}
StringLiteral = {'[^(' | \) | \' | \\]+' | ""[^("" | \) | \"" | \\]+""}
{code}

If we read well the Tomcat error is right : since the grammar does not validate :
{{*empty(""hello"")*}}
but validate :
{{*empty (""hello"")*}}"
MRM-905,oching,Maria Odea Ching,2008-08-14T20:20:32.627Z,2008-08-14T20:20:32.627Z,"Ok, thanks a lot for both of your help on this! Would either of you like or is interested to submit a patch for the fix? :) "
MRM-905,fabdouglas,Fabrice Daugan,2008-08-15T05:08:58.415Z,2008-08-15T05:08:58.415Z,"The patch did from the revision 686186.
The root path of this patch is http://svn.apache.org/repos/asf/archiva/trunk/archiva-modules/archiva-web/archiva-webapp
"
MRM-905,oching,Maria Odea Ching,2008-08-17T20:46:27.344Z,2008-08-17T20:46:27.344Z,"Thanks for the patch Fabrice! I already applied it in trunk -r686665 and tested it with Tomcat versions 5.5.17, 6.0.14 and 6.0.18. It works nicely :)"
MRM-969,mccloud,Duncan Doyle,2008-10-10T03:15:45.341Z,2008-10-10T03:15:45.341Z,"Sorry, posted the issue to fast. The last line in the log is:

INFO: Stopping Coyote HTTP/1.1 on http-8080

It seems like some Archiva background process is not being killed."
MRM-969,dschettl,Denis Schettl,2008-10-10T03:29:15.07Z,2008-10-10T03:29:15.07Z,It seems to be linked with MRM-724 (DB-Error because after stopping tomcat  there is some stuff from archiva still running and when starting tomcat with archiva again the db is allready running what creates an error).
MRM-969,olamy,Olivier Lamy (*$^¨%`£),2012-10-13T16:28:31.408Z,2012-10-13T16:28:31.408Z,please reopen if you can reproduce.
MRM-970,libor.kramolis,Libor Kramolis,2008-10-14T12:33:43.194Z,2008-10-14T12:33:43.194Z,"It looks like search URLs contains platform specific slashes.
"
MRM-970,brettporter,Brett Porter,2010-02-23T03:19:10.204Z,2010-02-23T03:19:10.204Z,for testing
MRM-998,Chris Harris,Chris Harris,2012-09-29T17:40:59.511Z,2012-09-29T17:40:59.511Z,"I recently wrote to the mailing list about this issue.  Had I known about this particular bug, I would have had an answer to my problem.  I'm also forced to authenticate against Active Directory.  I was very confused as to why I couldn't find the userPassword field as I've seen listed in so many Redback/LDAP examples.  I thought it was because my account, specified by ldap.config.bind.dn, wasn't an admin account.  I was using my AD account for testing purposes, because that's the only to which I have access.

This really needs to get fixed!  This could be a potential deal-breaker for a lot of people attempting to set up Archiva in an AD environment.  That's a lot of people and companies.  Archiva, at this point in time, is really turning into a superior Maven repo manager.  This bug alone deprives you of strengthening your current user base and delivering your fine product to a wider audience.  Just saying...keep up the good work."
MRM-978,jameswdumay,James William Dumay,2008-10-20T00:17:46.279Z,2008-10-20T00:17:46.279Z,r706124 committed to trunk. Thanks Deng!
MRM-973,brettporter,Brett Porter,2010-02-23T02:23:57.605Z,2010-02-23T02:23:57.605Z,for testing
MRM-973,brettporter,Brett Porter,2010-02-28T21:53:08.222Z,2010-02-28T21:53:08.222Z,works in 1.4 and probably earlier versions
MRM-962,gautencio,Gwen Harold Autencio,2008-10-02T03:40:55.561Z,2008-10-02T03:40:55.561Z,Attached patch for this issue. trimmed the fields during upload.
MRM-962,brettporter,Brett Porter,2008-11-19T02:40:49.199Z,2008-11-19T02:40:49.199Z,rescheduling to review patch
MRM-962,martinc,Martin Cooper,2008-11-30T20:18:19.711Z,2008-11-30T20:18:19.711Z,"I don't believe that the earlier patch is sufficient. While it corrects the problem with the ArtifactReference instance, it leaves subsequent uses of the fields unaltered, so that the untrimmed values are used if / when a POM is created and for log and audit messages. The cleanest way to resolve this is to trim the values as they are supplied, such that all subsequent uses will be of trimmed values. The attached patch uses StringUtils.trim to do this so that no special casing is required if a null value is somehow provided."
MRM-962,martinc,Martin Cooper,2008-12-11T00:28:27.749Z,2008-12-11T00:28:27.749Z,Committed in r725593
MRM-952,michal.stochmialek,Michal Stochmialek,2008-09-18T09:28:33.666Z,2008-09-18T09:28:33.666Z,The patch should fix MRM-615.
MRM-952,michal.stochmialek,Michal Stochmialek,2008-09-18T09:32:16.471Z,2008-09-18T09:32:16.471Z,The patch should fix MRM-620.
MRM-952,michal.stochmialek,Michal Stochmialek,2008-09-18T09:34:22.718Z,2008-09-18T09:34:22.718Z,The patch should fix MRM-686 (with additional work - support for project.parent.* properties)
MRM-952,michal.stochmialek,Michal Stochmialek,2008-09-18T09:38:24.675Z,2008-09-18T09:38:24.675Z,The patch should fix MRM-844.
MRM-952,oching,Maria Odea Ching,2008-10-02T07:40:47.429Z,2008-10-02T07:40:47.429Z,"Hi Michael! Thanks a lot for the patch, it looks great :-)

Unfortunately, I'm having problems applying it.. I saw that the patch was made against the bundled source code included in the distribution that's why it's failing when I apply it to the source code from trunk :( Do you think you can create the patch against the source from SVN (http://svn.apache.org/repos/asf/archiva/trunk/) instead? "
MRM-952,michal.stochmialek,Michal Stochmialek,2008-10-02T08:15:14.03Z,2008-10-02T08:15:14.03Z,"Strange, I've just checkout the trunk from SVN, and the patch applies without a problem.
I'm using ""patch -p1 <archiva-1.1.1-fixes.patch"" command (the patch was created by diff). 

It seems that you are using SVN patch tool. To apply it use the eclipse patch tool.

"
MRM-952,michal.stochmialek,Michal Stochmialek,2008-10-02T08:20:02.584Z,2008-10-02T08:20:02.584Z,Ok. I've created second patch using SVN patch tool. Should be in attachments.
MRM-952,oching,Maria Odea Ching,2008-10-10T20:30:03.468Z,2008-10-10T20:30:03.468Z,"Ok, thanks again Michal! I'll apply the patch.."
MRM-952,oching,Maria Odea Ching,2008-10-10T22:59:25.813Z,2008-10-10T22:59:25.813Z,"It's nice to see the dependency tree complete :) 

Patch already committed to trunk -r703626. Verified that the patch fixes MRM-615, MRM-844 and MRM-620. MRM-686 still occurs even after I applied the patch so I'll leave that open. 

Thanks again for the contribution :)"
MRM-937,martinc,Martin Cooper,2008-11-19T23:26:45.259Z,2008-11-19T23:26:45.259Z,"Kinda trivial, I know, but the attached patch is all the change that's needed to resolve this."
MRM-937,brettporter,Brett Porter,2008-11-19T23:31:49.297Z,2008-11-19T23:31:49.297Z,I think it needs a documentation patch (at least in the release notes) as well :)
MRM-937,martinc,Martin Cooper,2008-11-19T23:49:32.704Z,2008-11-19T23:49:32.704Z,"I'm not sure how much you had in mind. I've attached a patch to the release notes that at least lists this issue as an improvement that has been resolved (in a new 1.2-M2 section). I wasn't sure what the protocol is for what shows up above the ""Changes in"" sections. Let me know if you want something different."
